name,position,minutes,points,date
S. Gilgeous-Alexander,G-F,27,21,2021-03-16
Isaiah Roby,F,31,11,2021-03-16
Theo Maledon,G,32,8,2021-03-16
Ty Jerome,G-F,29,11,2021-03-16
K. Williams,G-F,23,14,2021-03-16
Justin Jackson,F,22,10,2021-03-16
Darius Miller,F,14,3,2021-03-16
Trevor Ariza,F,0,0,2021-03-16
Al Horford,C-F,0,0,2021-03-16
Darius Bazley,F-G,0,0,2021-03-16
Josh Hall,F,0,0,2021-03-16
Luguentz Dort,G,0,0,2021-03-16
George Hill,G,0,0,2021-03-16
Mike Muscala,F-C,0,0,2021-03-16
Svi Mykhailiuk,G-F,0,0,2021-03-16
Thaddeus Young,F,22,17,2021-03-16
T. Satoransky,G,30,13,2021-03-16
Lauri Markkanen,F-C,32,22,2021-03-16
P. Williams,F,24,2,2021-03-16
Zach LaVine,G-F,30,40,2021-03-16
Coby White,G,28,4,2021-03-16
Wendell Carter,C-F,22,9,2021-03-16
Otto Porter,F,19,8,2021-03-16
R. Arcidiacono,G,13,4,2021-03-16
D. Valentine,G,10,2,2021-03-16
Daniel Gafford,F-C,3,2,2021-03-16
Adam Mokoka,G,1,0,2021-03-16
Devon Dotson,G,0,0,2021-03-16
Garrett Temple,G-F,0,0,2021-03-16
Luke Kornet,F-C,0,0,2021-03-16
C. Hutchison,F-G,0,0,2021-03-16
C. Felicio,F-C,0,0,2021-03-16
D. Gallinari,F,34,29,2021-03-16
Trae Young,G,32,13,2021-03-16
Tony Snell,G,30,15,2021-03-16
Kevin Huerter,G-F,35,16,2021-03-16
John Collins,F-C,32,20,2021-03-16
Nathan Knight,F-C,22,15,2021-03-16
B. Bogdanovic,G,20,7,2021-03-16
Solomon Hill,F,16,0,2021-03-16
Rajon Rondo,G,15,4,2021-03-16
Onyeka Okongwu,F-C,0,0,2021-03-16
Clint Capela,C,0,0,2021-03-16
Cam Reddish,F-G,0,0,2021-03-16
Kris Dunn,G,0,0,2021-03-16
De'Andre Hunter,F-G,0,0,2021-03-16
Bruno Fernando,F-C,0,0,2021-03-16
Brandon Goodwin,G,0,0,2021-03-16
Skylar Mays,G,0,0,2021-03-16
Justin Patton,C,18,2,2021-03-16
Kevin Porter,G-F,40,22,2021-03-16
Victor Oladipo,G,41,34,2021-03-16
Sterling Brown,G-F,36,8,2021-03-16
Jae'Sean Tate,F,34,25,2021-03-16
Kenyon Martin,F,33,7,2021-03-16
Anthony Lamb,F,18,0,2021-03-16
Mason Jones,G,16,9,2021-03-16
P.J. Tucker,F,0,0,2021-03-16
Rodions Kurucs,F,0,0,2021-03-16
Danuel House,F-G,0,0,2021-03-16
Ben McLemore,G,0,0,2021-03-16
John Wall,G,0,0,2021-03-16
David Nwaba,G-F,0,0,2021-03-16
Dante Exum,G,0,0,2021-03-16
Eric Gordon,G,0,0,2021-03-16
Christian Wood,F,0,0,2021-03-16
Nerlens Noel,C-F,26,6,2021-03-16
Reggie Bullock,G-F,29,12,2021-03-16
I. Quickley,G,26,13,2021-03-16
Julius Randle,F-C,40,19,2021-03-16
RJ Barrett,F-G,40,17,2021-03-16
Alec Burks,G,35,19,2021-03-16
Taj Gibson,F,19,10,2021-03-16
Frank Ntilikina,G,14,0,2021-03-16
Obi Toppin,F,7,0,2021-03-16
Derrick Rose,G,0,0,2021-03-16
M. Robinson,C-F,0,0,2021-03-16
Elfrid Payton,G,0,0,2021-03-16
Theo Pinson,G-F,0,0,2021-03-16
Austin Rivers,G,0,0,2021-03-16
Jared Harper,G,0,0,2021-03-16
I. Brazdeikis,F,0,0,2021-03-16
Kevin Knox,F,0,0,2021-03-16
Tony Bradley,C-F,16,0,2021-03-16
Danny Green,G,22,3,2021-03-16
Tobias Harris,F,37,30,2021-03-16
Seth Curry,G,31,20,2021-03-16
Ben Simmons,G-F,33,16,2021-03-16
Dwight Howard,C-F,27,11,2021-03-16
Furkan Korkmaz,G-F,23,12,2021-03-16
Shake Milton,G-F,19,2,2021-03-16
M. Thybulle,G-F,17,3,2021-03-16
Mike Scott,F,10,2,2021-03-16
Joel Embiid,C-F,0,0,2021-03-16
Rayjon Tucker,G,0,0,2021-03-16
Paul Reed,F,0,0,2021-03-16
T. Ferguson,G,0,0,2021-03-16
Tyrese Maxey,G,0,0,2021-03-16
Vincent Poirier,C-F,0,0,2021-03-16
Isaiah Joe,G,0,0,2021-03-16
Jarrett Allen,C,26,8,2021-03-16
Isaac Okoro,F-G,30,10,2021-03-16
Larry Nance,F-C,37,14,2021-03-16
Darius Garland,G,33,11,2021-03-16
Collin Sexton,G,33,21,2021-03-16
Cedi Osman,F,21,8,2021-03-16
JaVale McGee,C-F,21,16,2021-03-16
Dean Wade,F-C,17,8,2021-03-16
Quinn Cook,G,13,2,2021-03-16
Dylan Windler,G-F,4,0,2021-03-16
Taurean Prince,F,0,0,2021-03-16
M. Dellavedova,G,0,0,2021-03-16
Andre Drummond,C,0,0,2021-03-16
Kevin Love,F-C,0,0,2021-03-16
Damyean Dotson,G,0,0,2021-03-16
Lamar Stevens,F,0,0,2021-03-16
Brodric Thomas,G,0,0,2021-03-16
Bam Adebayo,C-F,29,14,2021-03-16
Jimmy Butler,F,31,28,2021-03-16
Kendrick Nunn,G,23,10,2021-03-16
Duncan Robinson,F,26,14,2021-03-16
Kelly Olynyk,F-C,34,17,2021-03-16
Tyler Herro,G,31,15,2021-03-16
Goran Dragic,G,27,2,2021-03-16
KZ Okpala,F-G,24,5,2021-03-16
Andre Iguodala,F-G,9,8,2021-03-16
Gabe Vincent,G,0,0,2021-03-16
Chris Silva,F,0,0,2021-03-16
Meyers Leonard,F-C,0,0,2021-03-16
Avery Bradley,G,0,0,2021-03-16
P. Achiuwa,F,0,0,2021-03-16
Max Strus,G-F,0,0,2021-03-16
Udonis Haslem,F,0,0,2021-03-16
M. Harkless,F-G,0,0,2021-03-16
Steven Adams,C,25,4,2021-03-16
Brandon Ingram,F,36,30,2021-03-16
Zion Williamson,F,32,28,2021-03-16
Eric Bledsoe,G,26,11,2021-03-16
Lonzo Ball,G,35,11,2021-03-16
Josh Hart,G,28,16,2021-03-16
N. Alexander-Walker,G,24,20,2021-03-16
Jaxson Hayes,C-F,18,4,2021-03-16
Kira Lewis,G,9,0,2021-03-16
W. Hernangomez,C-F,2,0,2021-03-16
JJ Redick,G,0,0,2021-03-16
Wenyen Gabriel,F,0,0,2021-03-16
Will Magnay,C,0,0,2021-03-16
S. Thornwell,G,0,0,2021-03-16
Nicolo Melli,F,0,0,2021-03-16
Naji Marshall,F,0,0,2021-03-16
Enes Kanter,C,27,10,2021-03-16
Damian Lillard,G,40,50,2021-03-16
Derrick Jones,F,17,10,2021-03-16
R. Covington,F,37,9,2021-03-16
CJ McCollum,G,26,10,2021-03-16
Gary Trent,G-F,31,22,2021-03-16
Carmelo Anthony,F,30,9,2021-03-16
Nassir Little,F-G,17,2,2021-03-16
Rodney Hood,G-F,10,3,2021-03-16
Keljin Blevins,G,0,0,2021-03-16
Zach Collins,F-C,0,0,2021-03-16
Jusuf Nurkic,C,0,0,2021-03-16
Harry Giles,F-C,0,0,2021-03-16
CJ Elleby,F-G,0,0,2021-03-16
Anfernee Simons,G,0,0,2021-03-16
K. Towns,C-F,35,29,2021-03-16
Jake Layman,F,16,4,2021-03-16
Ricky Rubio,G,27,19,2021-03-16
Anthony Edwards,G,38,29,2021-03-16
J. Vanderbilt,F,19,8,2021-03-16
Jaylen Nowell,G,27,13,2021-03-16
Jaden McDaniels,F,22,5,2021-03-16
Josh Okogie,G,20,3,2021-03-16
J. Hernangomez,F,18,5,2021-03-16
Naz Reid,C-F,12,6,2021-03-16
J. McLaughlin,G,0,0,2021-03-16
Malik Beasley,G,0,0,2021-03-16
D. Russell,G,0,0,2021-03-16
Jarrett Culver,G-F,0,0,2021-03-16
Ed Davis,C-F,0,0,2021-03-16
Damian Jones,C,16,8,2021-03-16
K. Caldwell-Pope,G,26,8,2021-03-16
Markieff Morris,F,19,12,2021-03-16
Dennis Schroder,G,32,16,2021-03-16
LeBron James,F,31,25,2021-03-16
M. Harrell,F-C,29,25,2021-03-16
T. Horton-Tucker,G,26,16,2021-03-16
Kyle Kuzma,F,25,16,2021-03-16
Wesley Matthews,G,24,6,2021-03-16
A. McKinnie,F,6,5,2021-03-16
Devontae Cacok,F,1,0,2021-03-16
K. Antetokounmpo,F,0,0,2021-03-16
Marc Gasol,C,0,0,2021-03-16
Jared Dudley,F,0,0,2021-03-16
Anthony Davis,F-C,0,0,2021-03-16
Alex Caruso,G,0,0,2021-03-16
Daniel Theis,F-C,25,0,2021-03-17
Semi Ojeleye,F,19,5,2021-03-17
Jayson Tatum,F-G,37,29,2021-03-17
Marcus Smart,G,29,19,2021-03-17
Jaylen Brown,G-F,39,28,2021-03-17
Robert Williams,C-F,26,13,2021-03-17
Grant Williams,F,22,5,2021-03-17
P. Pritchard,G,18,7,2021-03-17
Jeff Teague,G,14,4,2021-03-17
Javonte Green,G-F,3,0,2021-03-17
Carsen Edwards,G,3,0,2021-03-17
T. Thompson,C-F,0,0,2021-03-17
Romeo Langford,G-F,0,0,2021-03-17
Kemba Walker,G,0,0,2021-03-17
Aaron Nesmith,G-F,0,0,2021-03-17
Tremont Waters,G,0,0,2021-03-17
Tacko Fall,C,0,0,2021-03-17
Jarrett Allen,C,33,7,2021-03-17
Collin Sexton,G,36,29,2021-03-17
Isaac Okoro,F-G,35,15,2021-03-17
Darius Garland,G,37,25,2021-03-17
Larry Nance,F-C,36,18,2021-03-17
Cedi Osman,F,18,10,2021-03-17
Dean Wade,F-C,16,8,2021-03-17
JaVale McGee,C-F,11,5,2021-03-17
Dylan Windler,G-F,10,0,2021-03-17
Quinn Cook,G,3,0,2021-03-17
M. Dellavedova,G,0,0,2021-03-17
Taurean Prince,F,0,0,2021-03-17
Andre Drummond,C,0,0,2021-03-17
Kevin Love,F-C,0,0,2021-03-17
Damyean Dotson,G,0,0,2021-03-17
Brodric Thomas,G,0,0,2021-03-17
Lamar Stevens,F,0,0,2021-03-17
Kevon Looney,F,23,7,2021-03-17
Stephen Curry,G,30,18,2021-03-17
Draymond Green,F,32,16,2021-03-17
Kelly Oubre,F-G,35,19,2021-03-17
Andrew Wiggins,F,27,17,2021-03-17
Jordan Poole,G,24,23,2021-03-17
Damion Lee,G-F,20,3,2021-03-17
Nico Mannion,G,17,5,2021-03-17
Kent Bazemore,G-F,14,0,2021-03-17
J. Toscano-Anderson,F,13,0,2021-03-17
Eric Paschall,F,0,0,2021-03-17
James Wiseman,C,0,0,2021-03-17
Marquese Chriss,F,0,0,2021-03-17
Klay Thompson,G,0,0,2021-03-17
Mychal Mulder,G,0,0,2021-03-17
Brad Wanamaker,G,0,0,2021-03-17
Alen Smailagic,F,0,0,2021-03-17
Christian Wood,F,26,21,2021-03-17
Kevin Porter,G-F,36,25,2021-03-17
Danuel House,F-G,24,11,2021-03-17
Jae'Sean Tate,F,27,2,2021-03-17
Sterling Brown,G-F,33,4,2021-03-17
Kenyon Martin,F,30,13,2021-03-17
Anthony Lamb,F,26,9,2021-03-17
Mason Jones,G,23,6,2021-03-17
Justin Patton,C,11,3,2021-03-17
P.J. Tucker,F,0,0,2021-03-17
Eric Gordon,G,0,0,2021-03-17
David Nwaba,G-F,0,0,2021-03-17
John Wall,G,0,0,2021-03-17
Ben McLemore,G,0,0,2021-03-17
Rodions Kurucs,F,0,0,2021-03-17
Dante Exum,G,0,0,2021-03-17
Victor Oladipo,G,0,0,2021-03-17
Jakob Poeltl,C,33,20,2021-03-17
Dejounte Murray,G,39,14,2021-03-17
Derrick White,G,32,17,2021-03-17
Keldon Johnson,F-G,30,14,2021-03-17
Lonnie Walker,G-F,19,11,2021-03-17
Patty Mills,G,31,14,2021-03-17
Devin Vassell,G-F,20,4,2021-03-17
Rudy Gay,F-G,17,5,2021-03-17
Drew Eubanks,F-C,13,7,2021-03-17
L. Aldridge,C-F,0,0,2021-03-17
K. Bates-Diop,F,0,0,2021-03-17
DeMar DeRozan,G-F,0,0,2021-03-17
Luka Samanic,F,0,0,2021-03-17
Trey Lyles,F,0,0,2021-03-17
Q. Weatherspoon,G,0,0,2021-03-17
Tre Jones,G,0,0,2021-03-17
Thaddeus Young,F,30,16,2021-03-17
Lauri Markkanen,F-C,33,10,2021-03-17
P. Williams,F,32,10,2021-03-17
Zach LaVine,G-F,37,29,2021-03-17
T. Satoransky,G,34,7,2021-03-17
Coby White,G,22,9,2021-03-17
Wendell Carter,C-F,17,10,2021-03-17
Otto Porter,F,15,6,2021-03-17
R. Arcidiacono,G,9,0,2021-03-17
D. Valentine,G,7,2,2021-03-17
Devon Dotson,G,0,0,2021-03-17
Garrett Temple,G-F,0,0,2021-03-17
Luke Kornet,F-C,0,0,2021-03-17
Adam Mokoka,G,0,0,2021-03-17
Daniel Gafford,F-C,0,0,2021-03-17
C. Hutchison,F-G,0,0,2021-03-17
C. Felicio,F-C,0,0,2021-03-17
Cody Zeller,F-C,17,6,2021-03-17
LaMelo Ball,G,22,14,2021-03-17
Terry Rozier,G,27,21,2021-03-17
P.J. Washington,F,24,8,2021-03-17
Gordon Hayward,F,25,7,2021-03-17
Miles Bridges,F,20,6,2021-03-17
Cody Martin,F,19,4,2021-03-17
Devonte' Graham,G,17,8,2021-03-17
Malik Monk,G,17,16,2021-03-17
Bismack Biyombo,C,16,0,2021-03-17
Caleb Martin,F,10,8,2021-03-17
Jalen McDaniels,F-C,8,5,2021-03-17
Vernon Carey,F-C,7,0,2021-03-17
Nick Richards,C,5,1,2021-03-17
Grant Riller,G,0,0,2021-03-17
Nate Darling,G,0,0,2021-03-17
Nikola Jokic,C,28,12,2021-03-17
Jamal Murray,G,28,19,2021-03-17
Will Barton,G,32,23,2021-03-17
Paul Millsap,F,20,8,2021-03-17
Michael Porter,F,28,28,2021-03-17
F. Campazzo,G,24,6,2021-03-17
PJ Dozier,G-F,22,13,2021-03-17
Zeke Nnaji,F-C,19,4,2021-03-17
JaMychal Green,F-C,12,6,2021-03-17
Vlatko Cancar,F,7,2,2021-03-17
Markus Howard,G,5,3,2021-03-17
Bol Bol,C-F,5,5,2021-03-17
I. Hartenstein,C-F,3,0,2021-03-17
R.J. Hampton,G,0,0,2021-03-17
Gary Harris,G,0,0,2021-03-17
Monte Morris,G,0,0,2021-03-17
G. Whittington,F,0,0,2021-03-17
Bam Adebayo,C-F,35,15,2021-03-17
Jimmy Butler,F,35,24,2021-03-17
Kelly Olynyk,F-C,18,2,2021-03-17
Duncan Robinson,F,32,13,2021-03-17
Kendrick Nunn,G,24,5,2021-03-17
Goran Dragic,G,28,6,2021-03-17
Tyler Herro,G,25,11,2021-03-17
KZ Okpala,F-G,20,0,2021-03-17
P. Achiuwa,F,10,2,2021-03-17
Max Strus,G-F,8,7,2021-03-17
Trevor Ariza,F,0,0,2021-03-17
Meyers Leonard,F-C,0,0,2021-03-17
Avery Bradley,G,0,0,2021-03-17
Chris Silva,F,0,0,2021-03-17
Andre Iguodala,F-G,0,0,2021-03-17
M. Harkless,F-G,0,0,2021-03-17
Gabe Vincent,G,0,0,2021-03-17
Udonis Haslem,F,0,0,2021-03-17
J. Valanciunas,C,23,7,2021-03-17
Dillon Brooks,G-F,29,10,2021-03-17
Ja Morant,G,35,13,2021-03-17
Kyle Anderson,F-G,30,13,2021-03-17
Grayson Allen,G,24,9,2021-03-17
Brandon Clarke,F-G,24,6,2021-03-17
D. Melton,G,23,13,2021-03-17
Justise Winslow,F-G,18,5,2021-03-17
Desmond Bane,G,17,8,2021-03-17
Tyus Jones,G,12,5,2021-03-17
Sean McDermott,F,0,0,2021-03-17
Jaren Jackson,F-C,0,0,2021-03-17
John Konchar,G,0,0,2021-03-17
Gorgui Dieng,C,0,0,2021-03-17
Killian Tillie,F-C,0,0,2021-03-17
Xavier Tillman,F,0,0,2021-03-17
Jontay Porter,C-F,0,0,2021-03-17
Ivica Zubac,C,35,14,2021-03-17
Reggie Jackson,G,19,5,2021-03-17
Marcus Morris,F,36,11,2021-03-17
Paul George,F,41,28,2021-03-17
Kawhi Leonard,F,36,20,2021-03-17
Nicolas Batum,G-F,29,3,2021-03-17
Lou Williams,G,24,5,2021-03-17
Terance Mann,G-F,13,3,2021-03-17
Amir Coffey,G-F,1,0,2021-03-17
Daniel Oturu,C,1,0,2021-03-17
M. Kabengele,F-C,1,0,2021-03-17
Jay Scrubb,G,0,0,2021-03-17
Serge Ibaka,F,0,0,2021-03-17
P. Beverley,G,0,0,2021-03-17
P. Patterson,F,0,0,2021-03-17
Luke Kennard,G,0,0,2021-03-17
K. Porzingis,F-C,34,11,2021-03-17
Tim Hardaway,G-F,36,15,2021-03-17
Josh Richardson,G,38,14,2021-03-17
Maxi Kleber,F,40,12,2021-03-17
Luka Doncic,F-G,42,42,2021-03-17
Jalen Brunson,G,15,5,2021-03-17
W. Cauley-Stein,C,11,4,2021-03-17
Wes Iwundu,F,10,0,2021-03-17
Trey Burke,G,4,2,2021-03-17
Dwight Powell,F-C,3,0,2021-03-17
James Johnson,F,0,0,2021-03-17
D. Finney-Smith,F,0,0,2021-03-17
Tyrell Terry,G,0,0,2021-03-17
B. Marjanovic,C,0,0,2021-03-17
Josh Green,G,0,0,2021-03-17
Tyler Bey,F,0,0,2021-03-17
Nate Hinton,G-F,0,0,2021-03-17
DeAndre Jordan,C,20,10,2021-03-17
James Harden,G,42,40,2021-03-17
Joe Harris,G-F,36,19,2021-03-17
Bruce Brown,G-F,23,11,2021-03-17
Landry Shamet,G,25,3,2021-03-17
Tyler Johnson,G,31,15,2021-03-17
Jeff Green,F,30,15,2021-03-17
Nicolas Claxton,F-C,22,11,2021-03-17
T. Luwawu-Cabarrot,G-F,7,0,2021-03-17
S. Dinwiddie,G,0,0,2021-03-17
Kyrie Irving,G,0,0,2021-03-17
Kevin Durant,F,0,0,2021-03-17
Blake Griffin,F,0,0,2021-03-17
Reggie Perry,F-C,0,0,2021-03-17
Chris Chiozza,G,0,0,2021-03-17
Myles Turner,C-F,24,9,2021-03-17
Justin Holiday,F-G,36,9,2021-03-17
D. Sabonis,F-C,39,18,2021-03-17
Malcolm Brogdon,G,37,24,2021-03-17
Caris LeVert,G,33,19,2021-03-17
Doug McDermott,F,22,12,2021-03-17
T.J. McConnell,G,21,12,2021-03-17
Edmond Sumner,G,12,8,2021-03-17
Aaron Holiday,G,9,3,2021-03-17
Goga Bitadze,C-F,3,1,2021-03-17
T.J. Warren,F,0,0,2021-03-17
Jeremy Lamb,G-F,0,0,2021-03-17
Cassius Stanley,G,0,0,2021-03-17
JaKarr Sampson,F,0,0,2021-03-17
Kelan Martin,F,0,0,2021-03-17
Jalen Lecque,G,0,0,2021-03-17
Brian Bowen,F-G,0,0,2021-03-17
Brook Lopez,C,36,14,2021-03-17
D. DiVincenzo,G,36,20,2021-03-17
G. Antetokounmpo,F,42,32,2021-03-17
Jrue Holiday,G,40,19,2021-03-17
Khris Middleton,F,40,15,2021-03-17
Pat Connaughton,G,34,6,2021-03-17
Bryn Forbes,G,17,1,2021-03-17
Bobby Portis,F,12,2,2021-03-17
T. Antetokounmpo,F,4,0,2021-03-17
Axel Toupane,G-F,0,0,2021-03-17
D.J. Augustin,G,0,0,2021-03-17
Jordan Nwora,F,0,0,2021-03-17
Sam Merrill,G,0,0,2021-03-17
Torrey Craig,F,0,0,2021-03-17
D.J. Wilson,F,0,0,2021-03-17
Mamadi Diakite,F,0,0,2021-03-17
Tony Bradley,C-F,15,6,2021-03-17
Seth Curry,G,26,10,2021-03-17
Tobias Harris,F,43,19,2021-03-17
Ben Simmons,G-F,45,13,2021-03-17
Danny Green,G,34,18,2021-03-17
Dwight Howard,C-F,29,13,2021-03-17
Shake Milton,G-F,20,15,2021-03-17
M. Thybulle,G-F,19,0,2021-03-17
Furkan Korkmaz,G-F,19,11,2021-03-17
Mike Scott,F,10,0,2021-03-17
Joel Embiid,C-F,0,0,2021-03-17
Rayjon Tucker,G,0,0,2021-03-17
T. Ferguson,G,0,0,2021-03-17
Paul Reed,F,0,0,2021-03-17
Vincent Poirier,C-F,0,0,2021-03-17
Tyrese Maxey,G,0,0,2021-03-17
Isaiah Joe,G,0,0,2021-03-17
Richaun Holmes,F,26,18,2021-03-17
Buddy Hield,G,30,16,2021-03-17
De'Aaron Fox,G,36,28,2021-03-17
T. Haliburton,G,32,17,2021-03-17
Harrison Barnes,F,35,18,2021-03-17
Cory Joseph,G,25,12,2021-03-17
H. Whiteside,C,19,6,2021-03-17
Justin James,G-F,18,6,2021-03-17
Nemanja Bjelica,F,14,0,2021-03-17
Marvin Bagley,F,0,0,2021-03-17
Chimezie Metu,F-C,0,0,2021-03-17
Kyle Guy,G,0,0,2021-03-17
Jahmi'us Ramsey,G,0,0,2021-03-17
Robert Woodard,F,0,0,2021-03-17
Jabari Parker,F,0,0,2021-03-17
DaQuan Jeffries,G-F,0,0,2021-03-17
Alex Len,C,23,13,2021-03-17
G. Mathews,G,14,0,2021-03-17
R. Westbrook,G,39,26,2021-03-17
Bradley Beal,G,35,29,2021-03-17
Rui Hachimura,F,37,17,2021-03-17
Raul Neto,G,26,12,2021-03-17
Davis Bertans,F,23,6,2021-03-17
Robin Lopez,C,21,10,2021-03-17
Deni Avdija,F,17,6,2021-03-17
Thomas Bryant,C-F,0,0,2021-03-17
Ish Smith,G,0,0,2021-03-17
Moritz Wagner,F-C,0,0,2021-03-17
Anthony Gill,F,0,0,2021-03-17
Troy Brown,G-F,0,0,2021-03-17
Cassius Winston,G,0,0,2021-03-17
Isaac Bonga,G,0,0,2021-03-17
Jerome Robinson,G,0,0,2021-03-17
Chris Boucher,F-C,29,21,2021-03-17
Norman Powell,G,37,43,2021-03-17
Kyle Lowry,G,35,8,2021-03-17
Fred VanVleet,G,32,12,2021-03-17
Pascal Siakam,F,30,13,2021-03-17
Aron Baynes,C-F,26,9,2021-03-17
Paul Watson,G,21,3,2021-03-17
Matt Thomas,G,12,3,2021-03-17
Stanley Johnson,F-G,11,0,2021-03-17
Yuta Watanabe,G-F,3,0,2021-03-17
OG Anunoby,F,0,0,2021-03-17
Jalen Harris,G,0,0,2021-03-17
DeAndre' Bembry,G-F,0,0,2021-03-17
Malachi Flynn,G,0,0,2021-03-17
Henry Ellenson,F-C,0,0,2021-03-17
Patrick McCaw,G,0,0,2021-03-17
Terence Davis,G,0,0,2021-03-17
Mason Plumlee,F-C,24,10,2021-03-17
Saddiq Bey,F,38,28,2021-03-17
Frank Jackson,G,31,7,2021-03-17
Jerami Grant,F,34,23,2021-03-17
Delon Wright,G,37,18,2021-03-17
Josh Jackson,G-F,23,16,2021-03-17
Isaiah Stewart,F-C,23,10,2021-03-17
Sekou Doumbouya,F,16,2,2021-03-17
Saben Lee,G,10,2,2021-03-17
Wayne Ellington,G,0,0,2021-03-17
Jahlil Okafor,C-F,0,0,2021-03-17
Rodney McGruder,G,0,0,2021-03-17
Hamidou Diallo,G,0,0,2021-03-17
Killian Hayes,G,0,0,2021-03-17
Dennis Smith,G,0,0,2021-03-17
D. Sirvydis,F-G,0,0,2021-03-17
K. Towns,C-F,35,41,2021-03-18
J. Vanderbilt,F,7,0,2021-03-18
Jake Layman,F,22,2,2021-03-18
Anthony Edwards,G,38,42,2021-03-18
Ricky Rubio,G,29,6,2021-03-18
Jaden McDaniels,F,26,2,2021-03-18
Josh Okogie,G,22,0,2021-03-18
J. Hernangomez,F,21,14,2021-03-18
Jaylen Nowell,G,20,6,2021-03-18
Naz Reid,C-F,14,10,2021-03-18
J. McLaughlin,G,0,0,2021-03-18
Jarrett Culver,G-F,0,0,2021-03-18
D. Russell,G,0,0,2021-03-18
Ed Davis,C-F,0,0,2021-03-18
Malik Beasley,G,0,0,2021-03-18
Deandre Ayton,C,26,14,2021-03-18
Jae Crowder,F,31,7,2021-03-18
Devin Booker,G,34,35,2021-03-18
Mikal Bridges,F,33,17,2021-03-18
Chris Paul,G,31,17,2021-03-18
Dario Saric,F-C,21,8,2021-03-18
Cameron Payne,G,16,3,2021-03-18
L. Galloway,G,15,10,2021-03-18
Abdel Nader,F,14,5,2021-03-18
Jevon Carter,G,7,3,2021-03-18
Frank Kaminsky,F-C,7,0,2021-03-18
Cameron Johnson,F,0,0,2021-03-18
E'Twaun Moore,G,0,0,2021-03-18
T. Alexander,G,0,0,2021-03-18
Jalen Smith,F-C,0,0,2021-03-18
Torrey Craig,F,0,0,2021-03-18
Steven Adams,C,34,6,2021-03-18
Eric Bledsoe,G,28,7,2021-03-18
Lonzo Ball,G,38,15,2021-03-18
Brandon Ingram,F,34,19,2021-03-18
Zion Williamson,F,36,26,2021-03-18
Josh Hart,G,24,9,2021-03-18
N. Alexander-Walker,G,19,6,2021-03-18
Jaxson Hayes,C-F,13,3,2021-03-18
Kira Lewis,G,10,2,2021-03-18
JJ Redick,G,0,0,2021-03-18
S. Thornwell,G,0,0,2021-03-18
Naji Marshall,F,0,0,2021-03-18
W. Hernangomez,C-F,0,0,2021-03-18
Nicolo Melli,F,0,0,2021-03-18
Wenyen Gabriel,F,0,0,2021-03-18
Will Magnay,C,0,0,2021-03-18
Enes Kanter,C,34,16,2021-03-18
Damian Lillard,G,37,36,2021-03-18
CJ McCollum,G,20,11,2021-03-18
Derrick Jones,F,32,8,2021-03-18
R. Covington,F,36,10,2021-03-18
Gary Trent,G-F,27,3,2021-03-18
Carmelo Anthony,F,23,15,2021-03-18
Nassir Little,F-G,15,2,2021-03-18
Rodney Hood,G-F,11,0,2021-03-18
Keljin Blevins,G,0,0,2021-03-18
Jusuf Nurkic,C,0,0,2021-03-18
Zach Collins,F-C,0,0,2021-03-18
CJ Elleby,F-G,0,0,2021-03-18
Anfernee Simons,G,0,0,2021-03-18
Harry Giles,F-C,0,0,2021-03-18
Cody Zeller,F-C,11,4,2021-03-18
Gordon Hayward,F,36,7,2021-03-18
P.J. Washington,F,39,18,2021-03-18
LaMelo Ball,G,33,26,2021-03-18
Terry Rozier,G,37,20,2021-03-18
Miles Bridges,F,24,6,2021-03-18
Devonte' Graham,G,22,12,2021-03-18
Bismack Biyombo,C,13,7,2021-03-18
Malik Monk,G,13,0,2021-03-18
Cody Martin,F,7,5,2021-03-18
Grant Riller,G,0,0,2021-03-18
Nate Darling,G,0,0,2021-03-18
Vernon Carey,F-C,0,0,2021-03-18
Jalen McDaniels,F-C,0,0,2021-03-18
Nick Richards,C,0,0,2021-03-18
Caleb Martin,F,0,0,2021-03-18
Damian Jones,C,12,4,2021-03-18
Dennis Schroder,G,33,22,2021-03-18
Markieff Morris,F,20,7,2021-03-18
LeBron James,F,36,37,2021-03-18
K. Caldwell-Pope,G,29,7,2021-03-18
Kyle Kuzma,F,32,12,2021-03-18
Alex Caruso,G,23,5,2021-03-18
M. Harrell,F-C,21,7,2021-03-18
T. Horton-Tucker,G,18,12,2021-03-18
Wesley Matthews,G,11,3,2021-03-18
Marc Gasol,C,0,0,2021-03-18
Anthony Davis,F-C,0,0,2021-03-18
Jared Dudley,F,0,0,2021-03-18
K. Antetokounmpo,F,0,0,2021-03-18
A. McKinnie,F,0,0,2021-03-18
Devontae Cacok,F,0,0,2021-03-18
Rudy Gobert,C,33,10,2021-03-18
B. Bogdanovic,F,30,6,2021-03-18
Royce O'Neale,F,33,11,2021-03-18
Joe Ingles,F-G,32,34,2021-03-18
D. Mitchell,G,38,42,2021-03-18
Jordan Clarkson,G,24,7,2021-03-18
Georges Niang,F,16,3,2021-03-18
Derrick Favors,F,13,4,2021-03-18
Miye Oni,G-F,12,5,2021-03-18
Trent Forrest,G,0,0,2021-03-18
Juwan Morgan,F,0,0,2021-03-18
J. Brantley,F,0,0,2021-03-18
Elijah Hughes,G,0,0,2021-03-18
Mike Conley,G,0,0,2021-03-18
Udoka Azubuike,C-F,0,0,2021-03-18
