id,player_id,name,position,date,team,venue,opponent,outcome,goals,assists,shots,ice_time
323,tavarjo01,John Tavares,C,2018-12-08,TOR,Away,BOS,L,0,0,5,17.0
324,kapanka01,Kasperi Kapanen,RW,2018-12-08,TOR,Away,BOS,L,0,0,1,15.0
325,crosbsi01,Sidney Crosby,C,2018-12-08,PIT,Away,OTT,L-OT,0,0,4,20.0
326,dermotr01,Travis Dermott,D,2018-12-08,TOR,Away,BOS,L,1,0,3,21.0
327,nylanwi01,William Nylander,C,2018-12-08,TOR,Away,BOS,L,0,0,3,16.0
328,hymanza01,Zach Hyman,C,2018-12-08,TOR,Away,BOS,L,0,0,1,14.0
329,mcdavco01,Connor McDavid,C,2018-12-09,EDM,Home,CGY,W,1,0,5,21.0
330,burnsbr01,Brent Burns,D/RW,2018-12-10,SJS,Home,NJD,W,0,1,5,21.0
331,karlser01,Erik Karlsson,D,2018-12-10,SJS,Home,NJD,W,0,1,5,23.0
332,muzzija01,Jake Muzzin,D,2018-12-10,LAK,Away,DET,L,0,0,1,24.0
333,crosbsi01,Sidney Crosby,C,2018-12-10,PIT,Away,NYI,W,0,0,2,23.0
334,ovechal01,Alex Ovechkin,LW,2018-12-11,WSH,Home,DET,W,3,0,4,19.0
335,matthau01,Auston Matthews,C,2018-12-11,TOR,Away,CAR,W,0,1,3,15.0
336,mcdavco01,Connor McDavid,C,2018-12-11,EDM,Away,COL,W,1,1,5,22.0
337,muzzija01,Jake Muzzin,D,2018-12-11,LAK,Away,BUF,L-OT,1,1,2,30.0
338,tavarjo01,John Tavares,C,2018-12-11,TOR,Away,CAR,W,1,0,1,15.0
339,kapanka01,Kasperi Kapanen,RW,2018-12-11,TOR,Away,CAR,W,0,0,1,15.0
340,dermotr01,Travis Dermott,D,2018-12-11,TOR,Away,CAR,W,0,1,2,13.0
341,nylanwi01,William Nylander,C,2018-12-11,TOR,Away,CAR,W,0,2,1,16.0
342,crosbsi01,Sidney Crosby,C,2018-12-12,PIT,Away,CHI,L,0,0,1,22.0
343,matthau01,Auston Matthews,C,2018-12-13,TOR,Away,TBL,L,0,0,2,22.0
344,burnsbr01,Brent Burns,D/RW,2018-12-13,SJS,Home,DAL,W,0,1,4,25.0
345,mcdavco01,Connor McDavid,C,2018-12-13,EDM,Away,WPG,L-OT,0,2,1,22.0
346,karlser01,Erik Karlsson,D,2018-12-13,SJS,Home,DAL,W,0,1,1,23.0
347,muzzija01,Jake Muzzin,D,2018-12-13,LAK,Away,CBJ,L,0,0,0,19.0
348,tavarjo01,John Tavares,C,2018-12-13,TOR,Away,TBL,L,0,0,6,19.0
349,kapanka01,Kasperi Kapanen,RW,2018-12-13,TOR,Away,TBL,L,1,0,5,15.0
350,dermotr01,Travis Dermott,D,2018-12-13,TOR,Away,TBL,L,0,0,1,18.0
351,nylanwi01,William Nylander,C,2018-12-13,TOR,Away,TBL,L,0,0,3,16.0
352,ovechal01,Alex Ovechkin,LW,2018-12-14,WSH,Away,CAR,W,3,0,5,21.0
353,mcdavco01,Connor McDavid,C,2018-12-14,EDM,Home,PHI,W,2,1,2,19.0
354,crosbsi01,Sidney Crosby,C,2018-12-14,PIT,Home,BOS,W,0,2,2,21.0
355,ovechal01,Alex Ovechkin,LW,2018-12-15,WSH,Home,BUF,W,1,0,8,25.0
356,matthau01,Auston Matthews,C,2018-12-15,TOR,Away,FLA,L-OT,0,0,1,19.0
357,muzzija01,Jake Muzzin,D,2018-12-15,LAK,Away,PIT,L-OT,1,1,4,22.0
358,tavarjo01,John Tavares,C,2018-12-15,TOR,Away,FLA,L-OT,1,0,3,21.0
359,kapanka01,Kasperi Kapanen,RW,2018-12-15,TOR,Away,FLA,L-OT,0,0,3,17.0
360,crosbsi01,Sidney Crosby,C,2018-12-15,PIT,Home,LAK,W,0,1,3,22.0
361,dermotr01,Travis Dermott,D,2018-12-15,TOR,Away,FLA,L-OT,0,0,0,14.0
362,nylanwi01,William Nylander,C,2018-12-15,TOR,Away,FLA,L-OT,0,0,4,17.0
363,hymanza01,Zach Hyman,C,2018-12-15,TOR,Away,FLA,L-OT,0,0,3,16.0
364,burnsbr01,Brent Burns,D/RW,2018-12-16,SJS,Away,CHI,W,0,3,4,21.0
365,mcdavco01,Connor McDavid,C,2018-12-16,EDM,Away,VAN,L,0,1,1,23.0
366,karlser01,Erik Karlsson,D,2018-12-16,SJS,Away,CHI,W,0,1,9,23.0
367,crosbsi01,Sidney Crosby,C,2018-12-17,PIT,Home,ANA,L,0,1,0,21.0
368,matthau01,Auston Matthews,C,2018-12-18,TOR,Away,NJD,W,1,1,4,18.0
369,burnsbr01,Brent Burns,D/RW,2018-12-18,SJS,Away,MIN,W,0,0,2,22.0
370,mcdavco01,Connor McDavid,C,2018-12-18,EDM,Home,STL,L,0,0,1,23.0
371,karlser01,Erik Karlsson,D,2018-12-18,SJS,Away,MIN,W,0,1,6,24.0
372,muzzija01,Jake Muzzin,D,2018-12-18,LAK,Home,WPG,W,0,0,3,19.0
373,tavarjo01,John Tavares,C,2018-12-18,TOR,Away,NJD,W,1,1,2,17.0
374,kapanka01,Kasperi Kapanen,RW,2018-12-18,TOR,Away,NJD,W,0,0,0,15.0
375,dermotr01,Travis Dermott,D,2018-12-18,TOR,Away,NJD,W,0,1,1,18.0
376,nylanwi01,William Nylander,C,2018-12-18,TOR,Away,NJD,W,0,0,2,13.0
377,hymanza01,Zach Hyman,C,2018-12-18,TOR,Away,NJD,W,0,0,1,16.0
378,ovechal01,Alex Ovechkin,LW,2018-12-19,WSH,Home,PIT,L,0,0,5,25.0
379,crosbsi01,Sidney Crosby,C,2018-12-19,PIT,Away,WSH,W,1,1,3,22.0
380,matthau01,Auston Matthews,C,2018-12-20,TOR,Home,FLA,W,2,2,3,17.0
381,burnsbr01,Brent Burns,D/RW,2018-12-20,SJS,Home,WPG,L,0,0,5,27.0
382,karlser01,Erik Karlsson,D,2018-12-20,SJS,Home,WPG,L,0,1,2,27.0
383,tavarjo01,John Tavares,C,2018-12-20,TOR,Home,FLA,W,2,0,4,16.0
384,kapanka01,Kasperi Kapanen,RW,2018-12-20,TOR,Home,FLA,W,0,1,1,18.0
385,crosbsi01,Sidney Crosby,C,2018-12-20,PIT,Home,MIN,W,0,0,3,19.0
386,dermotr01,Travis Dermott,D,2018-12-20,TOR,Home,FLA,W,0,0,2,20.0
387,nylanwi01,William Nylander,C,2018-12-20,TOR,Home,FLA,W,0,0,0,11.0
388,ovechal01,Alex Ovechkin,LW,2018-12-21,WSH,Home,BUF,W,0,0,1,20.0
389,ovechal01,Alex Ovechkin,LW,2018-12-22,WSH,Away,OTT,W,0,1,6,20.0
390,matthau01,Auston Matthews,C,2018-12-22,TOR,Home,NYR,W,0,0,3,19.0
391,burnsbr01,Brent Burns,D/RW,2018-12-22,SJS,Home,LAK,L-OT,0,1,4,26.0
392,mcdavco01,Connor McDavid,C,2018-12-22,EDM,Home,TBL,L,0,3,5,23.0
393,karlser01,Erik Karlsson,D,2018-12-22,SJS,Home,LAK,L-OT,0,2,3,27.0
394,muzzija01,Jake Muzzin,D,2018-12-22,LAK,Away,SJS,W,0,1,1,22.0
395,tavarjo01,John Tavares,C,2018-12-22,TOR,Home,NYR,W,0,2,6,18.0
396,kapanka01,Kasperi Kapanen,RW,2018-12-22,TOR,Home,NYR,W,0,0,1,17.0
397,bergepa01,Patrice Bergeron,C,2018-12-22,BOS,Home,NSH,W,2,2,3,16.0
398,crosbsi01,Sidney Crosby,C,2018-12-22,PIT,Away,CAR,W,0,3,5,20.0
399,dermotr01,Travis Dermott,D,2018-12-22,TOR,Home,NYR,W,0,0,2,14.0
400,nylanwi01,William Nylander,C,2018-12-22,TOR,Home,NYR,W,0,0,0,16.0
401,matthau01,Auston Matthews,C,2018-12-23,TOR,Home,DET,W,0,1,4,20.0
402,burnsbr01,Brent Burns,D/RW,2018-12-23,SJS,Home,ARI,L-SO,0,0,5,29.0
403,muzzija01,Jake Muzzin,D,2018-12-23,LAK,Away,VEG,W,0,0,1,21.0
404,tavarjo01,John Tavares,C,2018-12-23,TOR,Home,DET,W,1,1,4,20.0
405,kapanka01,Kasperi Kapanen,RW,2018-12-23,TOR,Home,DET,W,2,0,3,18.0
406,bergepa01,Patrice Bergeron,C,2018-12-23,BOS,Away,CAR,L,0,0,3,20.0
407,dermotr01,Travis Dermott,D,2018-12-23,TOR,Home,DET,W,0,1,0,15.0
408,nylanwi01,William Nylander,C,2018-12-23,TOR,Home,DET,W,0,0,1,15.0
409,ovechal01,Alex Ovechkin,LW,2018-12-27,WSH,Home,CAR,W,0,1,4,21.0
410,burnsbr01,Brent Burns,D/RW,2018-12-27,SJS,Home,ANA,W,1,0,6,29.0
411,mcdavco01,Connor McDavid,C,2018-12-27,EDM,Home,VAN,L,0,2,1,27.0
412,muzzija01,Jake Muzzin,D,2018-12-27,LAK,Home,ARI,W,1,0,2,21.0
413,bergepa01,Patrice Bergeron,C,2018-12-27,BOS,Home,NJD,L,1,0,5,20.0
414,crosbsi01,Sidney Crosby,C,2018-12-27,PIT,Home,DET,W,0,2,3,20.0
415,matthau01,Auston Matthews,C,2018-12-28,TOR,Away,CBJ,W,0,1,0,16.0
416,tavarjo01,John Tavares,C,2018-12-28,TOR,Away,CBJ,W,2,0,5,19.0
417,kapanka01,Kasperi Kapanen,RW,2018-12-28,TOR,Away,CBJ,W,0,0,1,14.0
418,dermotr01,Travis Dermott,D,2018-12-28,TOR,Away,CBJ,W,0,0,3,16.0
419,nylanwi01,William Nylander,C,2018-12-28,TOR,Away,CBJ,W,0,0,1,14.0
420,ovechal01,Alex Ovechkin,LW,2018-12-29,WSH,Away,OTT,W,0,0,2,18.0
421,matthau01,Auston Matthews,C,2018-12-29,TOR,Home,NYI,L,0,0,4,16.0
422,burnsbr01,Brent Burns,D/RW,2018-12-29,SJS,Away,EDM,W,0,2,3,20.0
423,mcdavco01,Connor McDavid,C,2018-12-29,EDM,Home,SJS,L,2,0,5,19.0
424,karlser01,Erik Karlsson,D,2018-12-29,SJS,Away,EDM,W,1,3,4,18.0
425,muzzija01,Jake Muzzin,D,2018-12-29,LAK,Home,VEG,L,0,0,5,23.0
426,tavarjo01,John Tavares,C,2018-12-29,TOR,Home,NYI,L,0,0,5,17.0
427,kapanka01,Kasperi Kapanen,RW,2018-12-29,TOR,Home,NYI,L,0,0,3,14.0
428,bergepa01,Patrice Bergeron,C,2018-12-29,BOS,Away,BUF,W,0,0,5,22.0
429,crosbsi01,Sidney Crosby,C,2018-12-29,PIT,Away,STL,W,1,2,3,18.0
430,dermotr01,Travis Dermott,D,2018-12-29,TOR,Home,NYI,L,0,0,4,21.0
431,nylanwi01,William Nylander,C,2018-12-29,TOR,Home,NYI,L,0,0,5,16.0
432,ovechal01,Alex Ovechkin,LW,2018-12-31,WSH,Home,NSH,L,0,0,4,21.0
433,burnsbr01,Brent Burns,D/RW,2018-12-31,SJS,Away,CGY,L,1,1,8,26.0
434,mcdavco01,Connor McDavid,C,2018-12-31,EDM,Home,WPG,L,0,2,1,22.0
435,karlser01,Erik Karlsson,D,2018-12-31,SJS,Away,CGY,L,0,2,4,23.0
436,muzzija01,Jake Muzzin,D,2018-12-31,LAK,Away,COL,W,0,1,0,21.0
437,crosbsi01,Sidney Crosby,C,2018-12-31,PIT,Away,MIN,W,1,1,2,19.0
438,muzzija01,Jake Muzzin,D,2019-01-01,LAK,Away,VEG,L,0,0,0,20.0
439,bergepa01,Patrice Bergeron,C,2019-01-01,BOS,Away,CHI,W,1,1,2,18.0
440,burnsbr01,Brent Burns,D/RW,2019-01-02,SJS,Away,COL,W,1,3,3,29.0
441,mcdavco01,Connor McDavid,C,2019-01-02,EDM,Away,ARI,W,2,1,3,23.0
442,karlser01,Erik Karlsson,D,2019-01-02,SJS,Away,COL,W,0,1,0,30.0
443,crosbsi01,Sidney Crosby,C,2019-01-02,PIT,Away,NYR,W,1,1,2,19.0
444,ovechal01,Alex Ovechkin,LW,2019-01-03,WSH,Away,STL,L,1,0,3,19.0
445,matthau01,Auston Matthews,C,2019-01-03,TOR,Home,MIN,L,0,1,6,20.0
446,muzzija01,Jake Muzzin,D,2019-01-03,LAK,Home,TBL,L,0,0,2,20.0
447,tavarjo01,John Tavares,C,2019-01-03,TOR,Home,MIN,L,0,2,6,22.0
448,kapanka01,Kasperi Kapanen,RW,2019-01-03,TOR,Home,MIN,L,0,0,0,14.0
449,bergepa01,Patrice Bergeron,C,2019-01-03,BOS,Home,CGY,W,0,2,0,19.0
450,dermotr01,Travis Dermott,D,2019-01-03,TOR,Home,MIN,L,0,1,2,17.0
451,nylanwi01,William Nylander,C,2019-01-03,TOR,Home,MIN,L,1,0,2,14.0
452,ovechal01,Alex Ovechkin,LW,2019-01-04,WSH,Away,DAL,L-OT,0,0,6,22.0
453,crosbsi01,Sidney Crosby,C,2019-01-04,PIT,Home,WPG,W,0,1,2,21.0
454,matthau01,Auston Matthews,C,2019-01-05,TOR,Home,VAN,W,1,2,3,15.0
455,burnsbr01,Brent Burns,D/RW,2019-01-05,SJS,Home,TBL,W,0,3,6,30.0
456,mcdavco01,Connor McDavid,C,2019-01-05,EDM,Away,LAK,L,0,0,4,23.0
457,karlser01,Erik Karlsson,D,2019-01-05,SJS,Home,TBL,W,0,2,1,29.0
458,muzzija01,Jake Muzzin,D,2019-01-05,LAK,Home,EDM,W,0,1,1,20.0
459,tavarjo01,John Tavares,C,2019-01-05,TOR,Home,VAN,W,1,0,2,16.0
460,kapanka01,Kasperi Kapanen,RW,2019-01-05,TOR,Home,VAN,W,0,0,5,16.0
461,bergepa01,Patrice Bergeron,C,2019-01-05,BOS,Home,BUF,W,0,0,3,17.0
462,dermotr01,Travis Dermott,D,2019-01-05,TOR,Home,VAN,W,0,1,1,17.0
463,nylanwi01,William Nylander,C,2019-01-05,TOR,Home,VAN,W,0,0,2,14.0
464,ovechal01,Alex Ovechkin,LW,2019-01-06,WSH,Away,DET,W,0,1,4,20.0
465,mcdavco01,Connor McDavid,C,2019-01-06,EDM,Away,ANA,W,1,0,6,21.0
466,crosbsi01,Sidney Crosby,C,2019-01-06,PIT,Home,CHI,L,0,0,2,20.0
467,matthau01,Auston Matthews,C,2019-01-07,TOR,Home,NSH,L,0,0,1,18.0
468,burnsbr01,Brent Burns,D/RW,2019-01-07,SJS,Home,LAK,W,0,0,3,26.0
469,karlser01,Erik Karlsson,D,2019-01-07,SJS,Home,LAK,W,0,3,5,27.0
470,muzzija01,Jake Muzzin,D,2019-01-07,LAK,Away,SJS,L,0,0,4,20.0
471,tavarjo01,John Tavares,C,2019-01-07,TOR,Home,NSH,L,0,0,3,19.0
472,kapanka01,Kasperi Kapanen,RW,2019-01-07,TOR,Home,NSH,L,0,0,1,15.0
473,dermotr01,Travis Dermott,D,2019-01-07,TOR,Home,NSH,L,0,0,0,19.0
474,nylanwi01,William Nylander,C,2019-01-07,TOR,Home,NSH,L,0,0,2,18.0
475,ovechal01,Alex Ovechkin,LW,2019-01-08,WSH,Home,PHI,W,0,0,5,22.0
476,burnsbr01,Brent Burns,D/RW,2019-01-08,SJS,Home,EDM,W,1,1,4,25.0
477,mcdavco01,Connor McDavid,C,2019-01-08,EDM,Away,SJS,L,0,1,2,21.0
478,karlser01,Erik Karlsson,D,2019-01-08,SJS,Home,EDM,W,0,3,5,23.0
479,bergepa01,Patrice Bergeron,C,2019-01-08,BOS,Home,MIN,W,1,2,3,12.0
480,crosbsi01,Sidney Crosby,C,2019-01-08,PIT,Home,FLA,W,1,1,7,20.0
481,ovechal01,Alex Ovechkin,LW,2019-01-10,WSH,Away,BOS,W,2,0,5,20.0
482,matthau01,Auston Matthews,C,2019-01-10,TOR,Away,NJD,W,0,0,4,17.0
483,burnsbr01,Brent Burns,D/RW,2019-01-10,SJS,Away,VEG,W,0,1,6,30.0
484,mcdavco01,Connor McDavid,C,2019-01-10,EDM,Home,FLA,W,2,1,3,27.0
485,karlser01,Erik Karlsson,D,2019-01-10,SJS,Away,VEG,W,0,0,1,30.0
486,muzzija01,Jake Muzzin,D,2019-01-10,LAK,Home,OTT,L,0,1,6,21.0
487,tavarjo01,John Tavares,C,2019-01-10,TOR,Away,NJD,W,2,1,6,16.0
488,kapanka01,Kasperi Kapanen,RW,2019-01-10,TOR,Away,NJD,W,0,0,5,16.0
489,bergepa01,Patrice Bergeron,C,2019-01-10,BOS,Home,WSH,L,0,0,4,20.0
490,dermotr01,Travis Dermott,D,2019-01-10,TOR,Away,NJD,W,0,0,1,12.0
491,nylanwi01,William Nylander,C,2019-01-10,TOR,Away,NJD,W,0,0,1,13.0
492,hymanza01,Zach Hyman,C,2019-01-10,TOR,Away,NJD,W,0,1,3,16.0
493,crosbsi01,Sidney Crosby,C,2019-01-11,PIT,Away,ANA,W,0,1,0,22.0
494,ovechal01,Alex Ovechkin,LW,2019-01-12,WSH,Home,CBJ,L-OT,0,1,2,21.0
495,matthau01,Auston Matthews,C,2019-01-12,TOR,Home,BOS,L,0,1,3,16.0
496,burnsbr01,Brent Burns,D/RW,2019-01-12,SJS,Home,OTT,W,1,1,4,28.0
497,mcdavco01,Connor McDavid,C,2019-01-12,EDM,Home,ARI,L,1,0,1,24.0
498,karlser01,Erik Karlsson,D,2019-01-12,SJS,Home,OTT,W,0,0,0,24.0
499,muzzija01,Jake Muzzin,D,2019-01-12,LAK,Home,PIT,W,0,2,1,20.0
500,tavarjo01,John Tavares,C,2019-01-12,TOR,Home,BOS,L,0,0,3,19.0
501,kapanka01,Kasperi Kapanen,RW,2019-01-12,TOR,Home,BOS,L,0,2,0,15.0
502,bergepa01,Patrice Bergeron,C,2019-01-12,BOS,Away,TOR,W,0,0,1,18.0
503,crosbsi01,Sidney Crosby,C,2019-01-12,PIT,Away,LAK,L,0,1,4,23.0
504,dermotr01,Travis Dermott,D,2019-01-12,TOR,Home,BOS,L,0,0,1,20.0
505,nylanwi01,William Nylander,C,2019-01-12,TOR,Home,BOS,L,0,0,2,16.0
506,hymanza01,Zach Hyman,C,2019-01-12,TOR,Home,BOS,L,0,0,2,17.0
507,ovechal01,Alex Ovechkin,LW,2019-01-14,WSH,Home,STL,L,1,0,3,21.0
508,matthau01,Auston Matthews,C,2019-01-14,TOR,Home,COL,L,0,2,2,20.0
509,mcdavco01,Connor McDavid,C,2019-01-14,EDM,Home,BUF,W,1,1,3,17.0
510,tavarjo01,John Tavares,C,2019-01-14,TOR,Home,COL,L,0,0,0,19.0
511,kapanka01,Kasperi Kapanen,RW,2019-01-14,TOR,Home,COL,L,1,0,3,16.0
512,bergepa01,Patrice Bergeron,C,2019-01-14,BOS,Home,MTL,L-OT,0,1,3,17.0
513,dermotr01,Travis Dermott,D,2019-01-14,TOR,Home,COL,L,0,1,2,20.0
514,nylanwi01,William Nylander,C,2019-01-14,TOR,Home,COL,L,0,0,2,14.0
515,hymanza01,Zach Hyman,C,2019-01-14,TOR,Home,COL,L,0,0,1,16.0
516,ovechal01,Alex Ovechkin,LW,2019-01-15,WSH,Away,NSH,L,0,1,4,18.0
517,burnsbr01,Brent Burns,D/RW,2019-01-15,SJS,Home,PIT,W,0,0,2,28.0
518,karlser01,Erik Karlsson,D,2019-01-15,SJS,Home,PIT,W,0,1,4,24.0
519,muzzija01,Jake Muzzin,D,2019-01-15,LAK,Away,MIN,L-SO,0,0,3,23.0
520,crosbsi01,Sidney Crosby,C,2019-01-15,PIT,Away,SJS,L,0,0,2,21.0
521,burnsbr01,Brent Burns,D/RW,2019-01-16,SJS,Away,ARI,L,0,0,2,23.0
522,mcdavco01,Connor McDavid,C,2019-01-16,EDM,Away,VAN,W,1,0,3,26.0
523,karlser01,Erik Karlsson,D,2019-01-16,SJS,Away,ARI,L,0,1,3,25.0
524,bergepa01,Patrice Bergeron,C,2019-01-16,BOS,Away,PHI,L,0,0,5,20.0
525,matthau01,Auston Matthews,C,2019-01-17,TOR,Away,TBL,W,0,0,3,17.0
526,muzzija01,Jake Muzzin,D,2019-01-17,LAK,Away,DAL,W,0,0,2,22.0
527,tavarjo01,John Tavares,C,2019-01-17,TOR,Away,TBL,W,0,2,2,18.0
528,kapanka01,Kasperi Kapanen,RW,2019-01-17,TOR,Away,TBL,W,0,1,4,18.0
529,bergepa01,Patrice Bergeron,C,2019-01-17,BOS,Home,STL,W,0,1,4,18.0
530,dermotr01,Travis Dermott,D,2019-01-17,TOR,Away,TBL,W,0,0,3,10.0
531,nylanwi01,William Nylander,C,2019-01-17,TOR,Away,TBL,W,0,0,2,15.0
532,hymanza01,Zach Hyman,C,2019-01-17,TOR,Away,TBL,W,1,0,3,17.0
533,ovechal01,Alex Ovechkin,LW,2019-01-18,WSH,Home,NYI,L,0,0,3,19.0
534,matthau01,Auston Matthews,C,2019-01-18,TOR,Away,FLA,L,0,0,2,16.0
535,tavarjo01,John Tavares,C,2019-01-18,TOR,Away,FLA,L,0,0,2,21.0
536,kapanka01,Kasperi Kapanen,RW,2019-01-18,TOR,Away,FLA,L,0,1,2,16.0
537,crosbsi01,Sidney Crosby,C,2019-01-18,PIT,Away,ARI,W,0,1,3,21.0
538,dermotr01,Travis Dermott,D,2019-01-18,TOR,Away,FLA,L,0,0,0,17.0
539,nylanwi01,William Nylander,C,2019-01-18,TOR,Away,FLA,L,0,0,0,12.0
540,hymanza01,Zach Hyman,C,2019-01-18,TOR,Away,FLA,L,0,0,0,20.0
541,burnsbr01,Brent Burns,D/RW,2019-01-19,SJS,Away,TBL,L,0,0,7,24.0
542,mcdavco01,Connor McDavid,C,2019-01-19,EDM,Home,CGY,L,0,0,3,23.0
543,muzzija01,Jake Muzzin,D,2019-01-19,LAK,Away,COL,L,0,0,2,18.0
544,bergepa01,Patrice Bergeron,C,2019-01-19,BOS,Home,NYR,L,0,1,1,18.0
545,crosbsi01,Sidney Crosby,C,2019-01-19,PIT,Away,VEG,L,1,0,6,20.0
546,ovechal01,Alex Ovechkin,LW,2019-01-20,WSH,Away,CHI,L,0,0,2,19.0
547,matthau01,Auston Matthews,C,2019-01-20,TOR,Home,ARI,L,0,0,3,18.0
548,mcdavco01,Connor McDavid,C,2019-01-20,EDM,Home,CAR,L,0,2,2,19.0
549,tavarjo01,John Tavares,C,2019-01-20,TOR,Home,ARI,L,1,0,2,18.0
550,kapanka01,Kasperi Kapanen,RW,2019-01-20,TOR,Home,ARI,L,0,0,1,17.0
551,dermotr01,Travis Dermott,D,2019-01-20,TOR,Home,ARI,L,1,0,2,21.0
552,nylanwi01,William Nylander,C,2019-01-20,TOR,Home,ARI,L,0,1,2,12.0
553,hymanza01,Zach Hyman,C,2019-01-20,TOR,Home,ARI,L,0,1,2,18.0
554,burnsbr01,Brent Burns,D/RW,2019-01-21,SJS,Away,FLA,L,0,1,6,27.0
555,muzzija01,Jake Muzzin,D,2019-01-21,LAK,Home,STL,W,0,1,0,22.0
556,ovechal01,Alex Ovechkin,LW,2019-01-22,WSH,Home,SJS,L-OT,3,1,5,20.0
557,burnsbr01,Brent Burns,D/RW,2019-01-22,SJS,Away,WSH,W,0,2,6,29.0
558,mcdavco01,Connor McDavid,C,2019-01-22,EDM,Home,DET,L,0,1,3,26.0
559,ovechal01,Alex Ovechkin,LW,2019-01-23,WSH,Away,TOR,L,1,0,3,19.0
560,matthau01,Auston Matthews,C,2019-01-23,TOR,Home,WSH,W,1,0,5,17.0
561,tavarjo01,John Tavares,C,2019-01-23,TOR,Home,WSH,W,0,1,6,18.0
562,kapanka01,Kasperi Kapanen,RW,2019-01-23,TOR,Home,WSH,W,0,0,2,16.0
563,dermotr01,Travis Dermott,D,2019-01-23,TOR,Home,WSH,W,0,0,0,20.0
564,nylanwi01,William Nylander,C,2019-01-23,TOR,Home,WSH,W,0,3,3,13.0
565,hymanza01,Zach Hyman,C,2019-01-23,TOR,Home,WSH,W,0,0,1,16.0
566,crosbsi01,Sidney Crosby,C,2019-01-28,PIT,Home,NJD,L,0,0,5,20.0
567,bergepa01,Patrice Bergeron,C,2019-01-29,BOS,Home,WPG,L-SO,2,0,6,19.0
568,crosbsi01,Sidney Crosby,C,2019-01-30,PIT,Home,TBL,W,1,0,1,22.0
569,bergepa01,Patrice Bergeron,C,2019-01-31,BOS,Home,PHI,L-OT,0,1,3,19.0
570,matthau01,Auston Matthews,C,2019-02-01,TOR,Away,DET,L-OT,1,1,3,21.0
571,muzzija01,Jake Muzzin,D,2019-02-01,TOR,Away,DET,L-OT,0,0,0,18.0
572,tavarjo01,John Tavares,C,2019-02-01,TOR,Away,DET,L-OT,0,0,4,19.0
573,kapanka01,Kasperi Kapanen,RW,2019-02-01,TOR,Away,DET,L-OT,0,0,2,19.0
574,crosbsi01,Sidney Crosby,C,2019-02-01,PIT,Home,OTT,W,0,2,5,21.0
575,dermotr01,Travis Dermott,D,2019-02-01,TOR,Away,DET,L-OT,0,0,0,13.0
576,nylanwi01,William Nylander,C,2019-02-01,TOR,Away,DET,L-OT,0,0,1,14.0
577,hymanza01,Zach Hyman,C,2019-02-01,TOR,Away,DET,L-OT,0,0,0,16.0
578,matthau01,Auston Matthews,C,2019-02-02,TOR,Home,PIT,W,1,0,4,21.0
579,burnsbr01,Brent Burns,D/RW,2019-02-02,SJS,Home,ARI,W,1,1,8,29.0
580,mcdavco01,Connor McDavid,C,2019-02-02,EDM,Away,PHI,L-OT,1,1,5,23.0
581,muzzija01,Jake Muzzin,D,2019-02-02,TOR,Home,PIT,W,0,0,2,19.0
582,tavarjo01,John Tavares,C,2019-02-02,TOR,Home,PIT,W,0,0,1,19.0
583,kapanka01,Kasperi Kapanen,RW,2019-02-02,TOR,Home,PIT,W,0,0,5,16.0
584,crosbsi01,Sidney Crosby,C,2019-02-02,PIT,Away,TOR,L,1,0,3,20.0
585,dermotr01,Travis Dermott,D,2019-02-02,TOR,Home,PIT,W,1,1,4,15.0
586,nylanwi01,William Nylander,C,2019-02-02,TOR,Home,PIT,W,0,0,1,14.0
587,hymanza01,Zach Hyman,C,2019-02-02,TOR,Home,PIT,W,1,0,2,16.0
588,ovechal01,Alex Ovechkin,LW,2019-02-03,WSH,Home,BOS,L,0,0,3,24.0
589,mcdavco01,Connor McDavid,C,2019-02-03,EDM,Away,MTL,L-OT,1,0,2,24.0
590,bergepa01,Patrice Bergeron,C,2019-02-03,BOS,Away,WSH,W,0,0,4,18.0
591,matthau01,Auston Matthews,C,2019-02-04,TOR,Home,ANA,W,0,0,3,16.0
592,muzzija01,Jake Muzzin,D,2019-02-04,TOR,Home,ANA,W,1,2,3,18.0
593,tavarjo01,John Tavares,C,2019-02-04,TOR,Home,ANA,W,1,1,3,16.0
594,kapanka01,Kasperi Kapanen,RW,2019-02-04,TOR,Home,ANA,W,0,0,2,14.0
595,dermotr01,Travis Dermott,D,2019-02-04,TOR,Home,ANA,W,0,0,2,19.0
596,nylanwi01,William Nylander,C,2019-02-04,TOR,Home,ANA,W,1,1,3,16.0
597,hymanza01,Zach Hyman,C,2019-02-04,TOR,Home,ANA,W,0,2,3,13.0
598,ovechal01,Alex Ovechkin,LW,2019-02-05,WSH,Home,VAN,W,0,1,3,18.0
599,burnsbr01,Brent Burns,D/RW,2019-02-05,SJS,Away,WPG,W,0,1,3,27.0
600,mcdavco01,Connor McDavid,C,2019-02-05,EDM,Home,CHI,L,0,2,0,21.0
601,bergepa01,Patrice Bergeron,C,2019-02-05,BOS,Home,NYI,W,2,0,4,15.0
602,crosbsi01,Sidney Crosby,C,2019-02-05,PIT,Home,CAR,L,0,0,2,22.0
603,matthau01,Auston Matthews,C,2019-02-06,TOR,Home,OTT,W,1,0,2,17.0
604,muzzija01,Jake Muzzin,D,2019-02-06,TOR,Home,OTT,W,0,0,3,18.0
605,tavarjo01,John Tavares,C,2019-02-06,TOR,Home,OTT,W,1,1,4,20.0
